Category,Puzzle
Proper Name,Chris Pratt
Proper Name,Chris Rock
Proper Name,Chris Stapleton
Proper Name,Chris Wallace
Proper Name,Christian Bale
Proper Name,Christian Dior
Proper Name,Christian Slater
Proper Name,Christina Aguilera
Proper Name,Christina Applegate
Proper Name,Christina Baker Kline
Proper Name,Christina Hendricks
Proper Name,Christina Ricci
Proper Name,Christopher Columbus
Proper Name,Christopher Guest
Proper Name,Christopher Lloyd
Proper Name,Chrysler Diamond
Proper Name,Chrysler Imperial
Proper Name,Chrysler Pacifica
Proper Name,Chrysler Valiant
Proper Name,Chuck Close
Proper Name,Chuck Norris
Proper Name,Chuck Todd
Proper Name,Cierra Ramirez
Proper Name,Cincinnati Bearcats
Proper Name,Cincinnati Bengals
Proper Name,Cincinnati Reds
Proper Name,Cindy Crawford
Proper Name,Cirque Du Soleil
Proper Name,Cisco Systems
Proper Name,City Lights (Movie)
Proper Name,City Thunder
Proper Name,Civil-Rights Activist Roy Wilkins
Proper Name,Claire Danes
Proper Name,Clara Alonso
Proper Name,Clara Barton
Proper Name,Classmates.Com
Proper Name,Claude Debussy
Proper Name,Claude Monet
Proper Name,Cleopatra
Proper Name,Cleveland Browns
Proper Name,Cleveland Cavaliers
Proper Name,Cleveland Indians
Proper Name,Clifton Davis
Proper Name,Clint Eastwood
Proper Name,Club Med
Proper Name,Club Med Founder Gerard Blitz
Proper Name,Clyde Barrow
Proper Name,Clyde Barrow & Bonnie Parker
Proper Name,Cnn Anchor Erin Burnett
Proper Name,Coach Mike Mccarthy
Proper Name,Coco Chanel
Proper Name,Cofounder Of Microsoft Paul Allen
Proper Name,Coldplay
Proper Name,Colin Farrell
Proper Name,Colin Firth
Proper Name,Colin Ford
Proper Name,Colin Hanks
Proper Name,Colorado Rockies
Proper Name,Colson Whitehead
Proper Name,Colton Dunn
Proper Name,Columbia University
Proper Name,Columbus Blue Jackets
Proper Name,Comedian & Writer Larry David
Proper Name,Comedian Adam Sandler
Proper Name,Comedian David L. Cook
Proper Name,Comedian Jim Carrey
Proper Name,Comedian Larry Wilmore
Proper Name,Comedian Lewis Black
Proper Name,Comedian Nick Kroll
Proper Name,Comedian Ray Romano
Proper Name,Comedian Rebel Wilson
Proper Name,Comedian Ryan Stiles
Proper Name,Comedian Samantha Bee
Proper Name,Comedian Tim Allen
Proper Name,Comedian Tj Miller
Proper Name,Comedian Will Forte
Proper Name,Comedy Actress Leslie Mann
Proper Name,Comedy Central
Proper Name,Comedy Legend Carol Burnett
Proper Name,Comic Actor Jason Segel
Proper Name,Comic Artist Lau Wan-Kit
Proper Name,Comic-Book Writer Stan Lee
Proper Name,Common Projects
Proper Name,Commonwealth Bank
Proper Name,Commonwealth Of Nations
Proper Name,Composer Antonio Vivaldi
Proper Name,Composer Johann Sebastian Bach
Proper Name,Composer John Kander
Proper Name,Composer Leonard Bernstein
Proper Name,Composer Thomas A. Dorsey
Proper Name,Conan O'Brien
Proper Name,Congressional Black Caucus
Proper Name,Congressional Hispanic Caucus
Proper Name,Connecticut Huskies
Proper Name,Connecticut Tigers
Proper Name,Connecticut Whale
Proper Name,Connecticut Wildcats
Proper Name,Connie Willis
Proper Name,Conrad Bain
Proper Name,Constantine Iii Of Britain
Proper Name,Converse Tennis Shoes
Proper Name,Cool Tranquil Breezes
Proper Name,Cornelius Vanderbilt
Proper Name,Cory Booker
Proper Name,Council Of Paris
Proper Name,Counting Crows
Proper Name,Country Music Association Awards
Proper Name,Country Music Icon Hank Williams
Proper Name,Country Music Television
Proper Name,Country Rapper Troy Coleman
Proper Name,Country Singer Carrie Underwood
Proper Name,Country Singer Kelly Pickler
Proper Name,Courteney Cox
Proper Name,Courtney Cox
Proper Name,Covergirl Simply Ageless Serum Primer
Proper Name,Craig Ferguson
Proper Name,Craig T Nelson
Proper Name,Craig Wayne Boyd
Proper Name,Craigslist
Proper Name,Crate & Barrel
Proper Name,Crazy Horse
Proper Name,Credit Karma
Proper Name,Creedence Clearwater Revival
Proper Name,Creighton Bluejays
Proper Name,Crime Novelist Raymond Chandler
Proper Name,Cristiano Ronaldo
Proper Name,Critics' Choice Awards
Proper Name,Crooner Dean Martin
Proper Name,Crooner Tony Bennett
Proper Name,Crosby Stills Nash & Young
Proper Name,Crossword Puzzles
Proper Name,Crystal Gayle
Proper Name,Crystal Palace
Proper Name,Cuba Gooding Jr.
Proper Name,Curt Shilling
Proper Name,Curtis Sittenfeld
Proper Name,Cy Young Award
Proper Name,Cybill Sheperd
Proper Name,Cybill Shepherd
Proper Name,Cyclist Sam Whittingham
Proper Name,Cyndi Lauper
Proper Name,Cynthia Erivo
Proper Name,Cynthia Voigt
Proper Name,D. R. A. M.
Proper Name,D.C. United
Proper Name,D.R.A.M.
Proper Name,Daft Punk
Proper Name,Dakota Blue Richards
Proper Name,Dakota Fanning
Proper Name,Dakota Johnson
Proper Name,Dalai Lama
Proper Name,Dallas Cowboys
Proper Name,Dallas Mavericks
Proper Name,Dallas Roberts
Proper Name,Dame Judi Dench
Proper Name,Damian Lillard
Proper Name,Dan Rather
Proper Name,Dan Simmons
Proper Name,Dana Delany
Proper Name,Danica Patrick
Proper Name,Daniel Day Lewis
Proper Name,Daniel Day-Lewis
Proper Name,Daniel Radcliffe
Proper Name,Daniel Tosh
Proper Name,Danny Devito
Proper Name,Danny Glover
Proper Name,Danny Kaye
Proper Name,Danny Pino
Proper Name,Danny Thomas
Proper Name,Dartmouth College
Proper Name,Dashiell Hammett
Proper Name,Dave & Buster
Proper Name,Dave & Buster's
Proper Name,Dave Attell
Proper Name,Dave Chappelle
Proper Name,Dave Eggers
Proper Name,Dave Matthews Band
Proper Name,David Axelrod
Proper Name,David Baldacci
Proper Name,David Blaine
Proper Name,David Boies
Proper Name,David Bowie
Proper Name,David Brin
Proper Name,David Brinkley
Proper Name,David Caruso
Proper Name,David Copperfield
Proper Name,David Crosby
Proper Name,David Cross
Proper Name,David Duchovny
Proper Name,David Ferrer
Proper Name,David Fizdale
Proper Name,David Kaye
Proper Name,David Lagercrantz
Proper Name,David Laskin
Proper Name,David Lee Roth
Proper Name,David Letterman
Proper Name,David Mccullough
Proper Name,David Simon
Proper Name,David Soul
Proper Name,Davy Crockett
Proper Name,Days Inn
Proper Name,Dead Sea Scrolls
Proper Name,Dean Cain
Proper Name,Dean Koontz
Proper Name,Dean Koonz
Proper Name,Debbie Gibson
Proper Name,Debbie Macomber
Proper Name,Deborah Harry
Proper Name,Deborah Levy
Proper Name,Debra Winger
Proper Name,Delhi Daredevils
Proper Name,Delorean Sports Car
Proper Name,Delta Air Lines
Proper Name,Demarco Murray
Proper Name,Demarcus Cousins
Proper Name,Demaryius Thomas
Proper Name,Demi Lovato
Proper Name,Demi Moore
Proper Name,Demond Wilson
Proper Name,Denard Robinson
Proper Name,Denis Leary
Proper Name,Dennis Lehane
Proper Name,Dennis Miller
Proper Name,Dennis Quaid
Proper Name,Denver Broncos
Proper Name,Denver Broncos & Detroit Lions
Proper Name,Denver Nuggets
Proper Name,Denzel Washington
Proper Name,Depeche Mode
Proper Name,Derek Jeter
Proper Name,Desi Arnaz Jr.
Proper Name,Designer Calvin Klein
Proper Name,Designer Donna Karan
Proper Name,Detroit Lions
Proper Name,Detroit Pistons
Proper Name,Detroit Red Wings
Proper Name,Detroit Tigers
Proper Name,Dez Bryant
Proper Name,Diane Capri
Proper Name,Diane Keaton
Proper Name,Diane Kruger
Proper Name,Diane Lane
Proper Name,Diane Sawyer
Proper Name,Dianne Feinstein
Proper Name,Dick Clark
Proper Name,Dick Sargent
Proper Name,Dick Van Dyke
Proper Name,Dick Wolf
Proper Name,Dig This Heavy Equipment Playground
Proper Name,Dinah Shore
Proper Name,Director Arthur Penn
Proper Name,Director David O. Russell
Proper Name,Director James Cameron
Proper Name,Director John Carpenter
Proper Name,Director Joseph Strickland
Proper Name,Director Martin Scorsese
Proper Name,Director Mel Brooks
Proper Name,Director Michael Bay
Proper Name,Director Ron Howard
Proper Name,Director Spike Lee
Proper Name,Director Wes Craven
Proper Name,Dirt Devil
Proper Name,Discount Brokerage Charles Schwab
Proper Name,Discovery Channel
Proper Name,Dishwasher Magic
Proper Name,Disneyland Paris
Proper Name,Disturbed
Proper Name,Dixie Chicks
Proper Name,Dixie Cup
Proper Name,Dj Calvin Harris
Proper Name,Dj David Guetta
Proper Name,Dj Drama
Proper Name,Dj Esco
Proper Name,Dj Jazzy Jeff
Proper Name,Dj Khaled
Proper Name,Doc Holliday
Proper Name,Doc Rivers
Proper Name,Dodge Challenger
Proper Name,Dodge Charger
Proper Name,Dodge City Kansas
Proper Name,Dodge Coronet
Proper Name,Dodge Durango
Proper Name,Dodge Viper
Proper Name,Dodge Viper Gts
Proper Name,Dolly Madison
Proper Name,Dolly Parton
Proper Name,Dominic Cooper
Proper Name,Dominique Wilkins
Proper Name,Don Defore
Proper Name,Don Delillo
Proper Name,Don Rickles
Proper Name,Donald & Kiefer Sutherland
Proper Name,Donald Glover
Proper Name,Donald J. Trump
Proper Name,Donald Trump
Proper Name,Donkey Kong
Proper Name,Donna Summer
Proper Name,Donnie Wahlberg
Proper Name,Doris Day
Proper Name,Dorothea Benton Frank
Proper Name,Dorothy Parker
Proper Name,Doug Martin
Proper Name,Doug Stanhope
Proper Name,Douglas Fairbanks
Proper Name,Dr. Benjamin Spock
Proper Name,Dr. Oz
Proper Name,Dr. Phil Mcgraw
Proper Name,Dr. Seuss
Proper Name,Dr.Mehmet Oz
Proper Name,Drake
Proper Name,Drama Desk Award
Proper Name,Draymond Green
Proper Name,Dreamworks Skg
Proper Name,Dress Designer Vera Wang
Proper Name,Drew Barrymore
Proper Name,Drew Brees
Proper Name,Drew Carey
Proper Name,Driver Joey Saldana
Proper Name,Driver Michael Schumacher
Proper Name,Driver Steve Kinser
Proper Name,Drummer Lars Ulrich
Proper Name,Drummer Spencer Smith
Proper Name,Duke Blue Devils
Proper Name,Duke Ellington
Proper Name,Duke Of Burgundy
Proper Name,Dunkin Donuts
Proper Name,Duraflame Firelogs
Proper Name,Duran Duran
Proper Name,Dustin Hoffman
Proper Name,Dwayne Johnson
Proper Name,Dwight Yoakam
Proper Name,Dwyane Wade
Proper Name,Dylan's Candy Bar
Proper Name,E. Lockhart
Proper Name,E.G. Marshall
Proper Name,Eamonn Walker
Proper Name,Earth Wind & Fire
Proper Name,Eartha Kitt
Proper Name,Ed Sheeran
Proper Name,Ed Sullivan
Proper Name,Eddie Lacy
Proper Name,Eddie Murphy
Proper Name,Eddie Pepitone
Proper Name,Eddie Van Halen
Proper Name,Edgar Allan Poe
Proper Name,Edgar Degas
Proper Name,Edith Wharton
Proper Name,Edmonton Oilers
Proper Name,Edouard Manet
Proper Name,Educator Booker T. Washington
Proper Name,Educator Edward Alexander Bouchet
Proper Name,Edward Burns
Proper Name,Edward Hicks
Proper Name,Edward Teller
Proper Name,Edwin Austin Abbey
Proper Name,Edwin Stanton
Proper Name,El Cid
Proper Name,Eleanor Roosevelt
Proper Name,Electrified Railway
Proper Name,Elena Ferrante
Proper Name,Elijah Wood
Proper Name,Elin Hilderbrand
Proper Name,Elisabeth Hasselbeck
Proper Name,Eliza Dushku
Proper Name,Elizabeth Banks
Proper Name,Elizabeth Letts
Proper Name,Elizabeth Olsen
Proper Name,Elizabeth Taylor
Proper Name,Elizabeth Taylor & Richard Burton
Proper Name,Elizabeth Warren
Proper Name,Ellary Porterfield
Proper Name,Elle Fanning
Proper Name,Elle King
Proper Name,Elle Macpherson
Proper Name,Ellen Degeneres
Proper Name,Ellen Pompeo
Proper Name,Ellie Goulding
Proper Name,Elon Musk
Proper Name,Elton John
Proper Name,Elvis Presley
Proper Name,Emeril Lagasse
Proper Name,Emily Blunt
Proper Name,Emily Giffin
Proper Name,Emily Giffon
Proper Name,Emily Rutherfurd
Proper Name,Emily Walters
Proper Name,Emma Cline
Proper Name,Emma Mclaughlin
Proper Name,Emma Roberts
Proper Name,Emma Straub
Proper Name,Emma Watson
Proper Name,Emperor Augustus
Proper Name,Emperor Charlemagne
Proper Name,Emperor Claudius
Proper Name,Emperor Gaius Caligula
Proper Name,Emperor Hadrian
Proper Name,Emperor Julian
Proper Name,Emperor Nero
Proper Name,Emperor Tiberius
Proper Name,Energizer Aaa Batteries
Proper Name,Engineer Richard Jenkins
Proper Name,Enrique Iglesias
Proper Name,Environmental Protection Agency
Proper Name,Eric Bana
Proper Name,Eric Carle
Proper Name,Eric Church
Proper Name,Eric Dane
Proper Name,Eric Murphy
Proper Name,Eric Roberts
Proper Name,Erik Spoelstra
Proper Name,Erin Morgenstern
Proper Name,Erin Watt
Proper Name,Ernest Hemingway
Proper Name,Ernie Barnss
Proper Name,Erykah Badu
Proper Name,Espn
Proper Name,Espn News
Proper Name,Estelle Getty
Proper Name,Ethan Hawke
Proper Name,Etta James
Proper Name,Eugene Mirman
Proper Name,European Space Agency
Proper Name,European Union
Proper Name,Eva Longoria
Proper Name,Eva Longoria Parker
Proper Name,Eva Mendes
Proper Name,Eversource Energy
Proper Name,Ewan Mcgregor
Proper Name,Explorer Marco Polo
Proper Name,Explorer Sebastian Cabot
Proper Name,Facebook Ceo Mark Zuckerberg
Proper Name,Famed Animation Studio Pixar
Proper Name,Famed Boxer Manny Pacquiao
Proper Name,Family Feud Host Steve Harvey
Proper Name,Famous Magician Houdini
Proper Name,Famous Quarterback Joe Montana
Proper Name,Famous Singer
Proper Name,Famous Singer Adele
Proper Name,Fancy Feast
Proper Name,Fandango
Proper Name,Fashion Designer Ashley Isham
Proper Name,Fashion Designer Phillip Lim
Proper Name,Fashion Designer Ralph Lauren
Proper Name,Fastest Rap Mc Noclue
Proper Name,Father Figure
Proper Name,Fbi Director J. Edgar Hoover
Proper Name,Fed Chair Janet Yellen
Proper Name,Federal Bureau Of Investigation
Proper Name,Federal Communications Commission
Proper Name,Federal Express
Proper Name,Federal Reserve Chairman
Proper Name,Federal Reserve System
Proper Name,Federal Trade Commission
Proper Name,Federalist Party
Proper Name,Federico Fellini
Proper Name,Felicity Huffman
Proper Name,Feng Shui
Proper Name,Fergie
Proper Name,Fernando Alonso
Proper Name,Ferrari
Proper Name,Fetty Wap
Proper Name,Film Critic Jeffrey Lyons
Proper Name,Film Fans
Proper Name,Filmmaker John Carpenter
Proper Name,Find My Iphone
Proper Name,Fiona Apple
Proper Name,First Baseman Joey Votto
Proper Name,First Man On The Moon Neil Armstrong
Proper Name,First U.S. President George Washington
Proper Name,Fitness Guru Richard Simmons
Proper Name,Fitz And The Tantrums
Proper Name,Five-Time Mvp Peyton Manning
Proper Name,Fleetwood Mac
Proper Name,Flexible Flyer
Proper Name,Flo Rida
Proper Name,Florence Henderson
Proper Name,Florence Nightingale
Proper Name,Florida Marlins
Proper Name,Floyd Cramer
Proper Name,Floyd Mayweather Jr.
Proper Name,Folk Singer Woody Guthrie
Proper Name,Football Hall Of Famer Walter Payton
Proper Name,Football League
Proper Name,Football Legend Joe Montana
Proper Name,Football Legend Kurt Warner
Proper Name,Footballer Neymar
Proper Name,Ford Edge
Proper Name,Ford Escape
Proper Name,Ford Explorer
Proper Name,Ford Fiesta
Proper Name,Ford Focus
Proper Name,Ford Model T
Proper Name,Ford Mustang
Proper Name,Ford Mustang Gt
Proper Name,Ford Taurus
Proper Name,Ford Thunderbird
Proper Name,Foreigner
Proper Name,Former U.S. President William Mckinley
Proper Name,Forward Lionel Messi
Proper Name,Founding Father Thomas Paine
Proper Name,Four-Time Oscar-Winner Katherine Hepburn
Proper Name,Four-Time U. S. Open Champion John Mcenroe
Proper Name,Four-Time U.S. Open Champion John Mcenroe
Proper Name,Fox News Anchor Bill Hemmer
Proper Name,Fra Angelico
Proper Name,Frances Mcdormand
Proper Name,Francis Ford Coppola
Proper Name,Frank Cady
Proper Name,Frank Herbert
Proper Name,Frank Lloyd Wright
Proper Name,Frank Sinatra
Proper Name,Frank Vogel
Proper Name,Frankie Ballard
Proper Name,Frankie Muniz
Proper Name,Frankie Valli
Proper Name,Franklin Delano Roosevelt
Proper Name,Franz Kafka
Proper Name,Fred Astaire & Ginger Rogers
Proper Name,Fred Macmurray
Proper Name,Fred Rogers
Proper Name,Fred Waring
Proper Name,Freddy Fender
Proper Name,Frederic Chopin
Proper Name,Frederick Douglass
Proper Name,French Open
Proper Name,French Parliament
Proper Name,French Revolution
Proper Name,French Tennis Open
Proper Name,Fresh Salmon
Proper Name,Friendly Barista
Proper Name,Frontman Vince Neil
Proper Name,Funnyman Tim Conway
Proper Name,Fuzzy Zoeller
Proper Name,Gabby Douglas
Proper Name,Gabe Kaplan
Proper Name,Gabriel Byrne
Proper Name,Gabriel Iglesias
Proper Name,Gaius Gracchus
Proper Name,Gaius Marius
Proper Name,Gaius Valerius Catullus
Proper Name,Gale Gordon
Proper Name,Galit Gutman
Proper Name,Game Show Host Pat Sajak
Proper Name,Gareth Bale
Proper Name,Garth Brooks
Proper Name,Gary Coleman
Proper Name,Gary Oldman
Proper Name,Gary Owen
Proper Name,Gavin Degraw
Proper Name,Gavin Rossdale
Proper Name,Gayle King
Proper Name,Geena Davis
Proper Name,Gene Hackman
Proper Name,Gene Roddenberry
Proper Name,Gene Simmons & Shannon Tweed
Proper Name,Gene Wilder
Proper Name,Gene Wilder & Richard Pryor
Proper Name,Gene Wolfe
Proper Name,General Dwight D. Eisenhower
Proper Name,General George S. Patton
Proper Name,General Matthew B. Ridgway
Proper Name,General Motors
Proper Name,General Robert E. Lee
Proper Name,General Sulla
Proper Name,Generic Surplus
Proper Name,Genghis Khan
Proper Name,Geoffrey Chaucer
Proper Name,Geoffrey Rush
Proper Name,George Armstrong Custer
Proper Name,George Bernard Shaw
Proper Name,George C. Scott
Proper Name,George Clooney
Proper Name,George Gobel
Proper Name,George Harrison
Proper Name,George Herbert Walker Bush
Proper Name,George Lopez
Proper Name,George Lucas
Proper Name,George Mcckay
Proper Name,George Pelecanos
Proper Name,George Takei
Proper Name,George W Bush
Proper Name,George W. Bush
Proper Name,George Washington
Proper Name,George Washington Carver
Proper Name,Georges-Pierre Seurat
Proper Name,Georgia Institute Of Technology
Proper Name,Georgia Tech Yellow Jackets
Proper Name,Geraldo Rivera
Proper Name,Gerard Butler
Proper Name,Geronimo
Proper Name,Gertrude Stein
Proper Name,Getty Images
Proper Name,Giacoma Casanova
Proper Name,Giada De Laurentiis
Proper Name,Giambattista Pittioni
Proper Name,Gibson Guitar Corporation
Proper Name,Gilbert Gottfried
Proper Name,Gilbert Stuart
Proper Name,Gillian Bradshaw
Proper Name,Gillian Flynn
Proper Name,Ginger Zee
Proper Name,Ginnifer Goodwin
Proper Name,Giorgio Armani
Proper Name,Giovani Bernard
Proper Name,Giovanni Antonio Canal
Proper Name,Giovanni Bellini
Proper Name,Gisele Bundchen
Proper Name,Giselle Bundchen
Proper Name,Gladys Knight In Shining Armor
Proper Name,Gladys Knight Is Shining Armour
Proper Name,Glen Campbell
Proper Name,Glenn Close
Proper Name,Glenn Miller
Proper Name,Gloria Delgado-Pritchett
Proper Name,Gloria Estefan & Miami Sound Machine
Proper Name,Gloria Swanson
Proper Name,Gmc Sierra
Proper Name,Gold & Silver Pawn Shop
Proper Name,Golden Globe Award
Proper Name,Golden Globe Awards
Proper Name,Golden State Warriors
Proper Name,Goldie Hawn
Proper Name,Golf Pro Sergio Garcia
Proper Name,Gonzo The Great – Character
Proper Name,Goodwill Ambassador
